CanonicalModelId,Brand,Model,CurrentPublicFamily,ProposedPublicFamily,PrimaryCategory,SecondaryCategories,ManufacturerIntent,DNAEvidence,WaveIntent,Rocker,Rails,Outline,PerformanceScore,ForgivenessScore,WeakWaveScore,PowerfulWaveScore,Changed,ChangeReason,Confidence,ReviewRequired
7805,DHD,MF Bolt,daily_driver,daily_driver,daily_driver,,"This is one of Ziggy MacKenzie's MF Bolts from her 2026 Junior Season. Lightly used, specs are: 5'3 x 17 1/8 x 2 1/16 @ 19.5L For groms who want to go fast! The MF Bolt is a lively ‘all-rounder’ that lets younger surfers go hard while being super easy to surf. It’s basically a scaled-down version of Mick Fanning’s popular ‘Lightning’ model. Your versatile performance board designed for everyday conditions. We do not offer warranties on these items, and all sales are final. By purchasing, you acknowledge the unique, pre-loved condition of these team-tested boards. For more info on our Ex-Team b","method=manufacturer_inference; style=versatile,reliable,balanced,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium;tail=medium,medium,balanced,7.0,8,6,6,False,Deterministic mapping from governed primary category daily_driver.,medium,False
7801,DHD,MF DNA,performance_shortboard,performance_shortboard,performance_shortboard,,"This is one of Ziggy MacKenzie's DNA surfboards from her 2025 Junior Season. Lightly used, specs are: 5'3 x 17 1/8 x 2 1/16 @ 19L The ‘DNA’ is Mick’s go to competition board. This board has the exact design and construction that Mick surfs in competition. With a single to double concave through the fins, it has plenty of drive. The MF signature rocker also combines entry rocker with a nice amount of tail kick for plenty of speed. Built for intermediate to expert surfers, this board is suitable in 3-6ft rippable waves. We do not offer warranties on these items, and all sales are final. By purch","method=manufacturer_inference; style=technical,sensitive,vertical,drivey; roles=performance,competition","{""average_waves"":7,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,8.25,4,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7821,DHD,MF DNA Jnr,performance_shortboard,performance_shortboard,performance_shortboard,,"Info The MF DNA is Mick Fanning’s proven high-performance shortboard for quality waves. Built for control, flow, and precision, it’s the board Mick relied on during his competitive career at events like Bells, Snapper and France. It excels in bigger, punchier surf, but in the right hands it can still come alive in smaller conditions. Quick Size Reference Mick, currently weighs 80kg and is 5’ 10”, typically rides a 5' 10"" DNA for 3-6ft Snapper and D’Bah. We recommend you order this board the same length as your standard performance short board.","method=manufacturer_inference; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":6,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=high,low_performance,narrow,9.0,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,medium,False
7802,DHD,MF Lightning,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"This is one of Francisca Velesko's early development MF Lightning shortboards from his 2025 Season. Moderately used, specs are: 5'7 x 18 3/8 x 2 3/8 @ 25.5L The MF Lightning is one of those once-in-a-lifetime boards that earns a permanent place in the rack. Born from Mick Fanning’s original CT-winning DNA model, it keeps the same proven foundation but has been fine-tuned for more everyday spark. Mick worked closely with Darren post-retirement to create a faster, sharper version that thrives in smaller, weaker surf, but still holds its own when things get bigger but lack push. We do not offer w","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7806,DHD,MF Twin,fish,performance_shortboard,performance_twin,"traditional_fish,performance_shortboard","This is one of Owen Wright's MF Twin Fin's from 2026.Basically new, lightly ridden, specs are: 5'11 x 19 3/8 x 2 1/2 @ 31L The MF Twin is a modern performance twin fin developed by Mick Fanning and Darren Handley to deliver more speed, more drive, and more control across a wider range of conditions than a traditional twin. Designed to feel familiar to surfers coming off thrusters, it blends the looseness and speed of a twin with the reliability and predictability of a performance shortboard. This is not a retro fish — it’s a high-performance twin built to be pushed. Ability — Intermediate - Ex","method=manufacturer_inference; style=fast,technical,alternative_performance; roles=performance,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,narrow,7.5,5,6,7,True,Deterministic mapping from governed primary category performance_twin.,medium,False
7820,DHD,Mini Twin,fish,fish,twin_pin,,The DHD Mini Twin adds a little nostalgia with a modern day twist to your twin fin adventures. Perfect for 1 to 4ft surf the Mini Twin is a twin fin surfboard that's a little shorter and a little rounder than its big brother the DHD Twin Fin. This retro-inspired surfboard comes with reinforced carbon in the fin boxes and tail that will give you plenty of control and strength through your back foot. Ability — Beginner to Advanced Ideal Wave Size — 1-4ft + Wave Type — All Conditions,"method=manufacturer_inference; style=drivey,hold,flowing; roles=clean_wave,reef,point_break","{""average_waves"":7,""beach_break"":7,""hollow_waves"":6,""open_face"":8,""point_break"":8,""powerful_waves"":8,""reef_break"":8,""weak_waves"":5}",entry=medium_low;tail=medium,refined,narrow,7.25,6,5,8,False,"The short, rounded retro-inspired twin is designed primarily for one-to-four-foot surf.",medium,False
7811,DHD,Mini Twin II,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Just a heads-up if you're ordering this model: we don’t keep it in stock, so it’ll take 3-4 weeks to deliver while we craft it just for you. Thanks for your patience—good things take time! The Mini Twin II is designed to be surfed 2” shorter than the Mini Twin. Loaded with a wider outline, shallow swallow tail & 2 channels in between the fins makes this board lively & perfect for summer waves. Ability — All Levels Ideal Wave Size — 1-3ft + Wave Type — Beach Break, Point Break, Reef Break","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,8.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7814,DHD,Nexus,daily_driver,daily_driver,hybrid_shortboard,"small_wave_shortboard,daily_driver","Info The Nexus is where innovation meets versatility - a hybrid design combining the rail-to-rail ease of the 3DV with the unmatched speed of the Utopia. Built specifically for beach breaks and wave pools, it’s been tested across multiple pools and a variety of small-wave ocean conditions to ensure it performs everywhere. Loved by our team riders in 1–4ft surf, the Nexus gives you instant acceleration, easy paddle-in, and the ability to glide through flat sections while staying tight and reactive in the pocket. If you want explosive small-wave performance in both the ocean and wave pools, this","method=manufacturer_inference; style=versatile,balanced,easy_performance; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":8,""hollow_waves"":4,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,6.75,7,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7813,DHD,Nexus EPS,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The official DHD product record identifies the Nexus EPS as an EPS version of the Nexus model. Quivrr classifies it conservatively as an all-round hybrid shortboard; construction, size and suitability should be confirmed against the current DHD specifications before choosing it.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7822,DHD,Phoenix,daily_driver,daily_driver,performance_daily_driver,daily_driver,Surf the ‘Phoenix’ 2 to 3 inches shorter and 1 to 3 litres more than your everyday shortboard. Ability — Intermediate - Expert Ideal Wave Size — 1-4ft,"method=manufacturer_inference; style=responsive,drivey,everyday_performance; roles=daily_driver,performance","{""average_waves"":8,""beach_break"":8,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":8,""weak_waves"":6}",entry=medium;tail=medium_high,refined,balanced,7.0,7,6,7,False,Deterministic mapping from governed primary category performance_daily_driver.,medium,False
7817,DHD,Phoenix EPS Swallow Tail,daily_driver,daily_driver,hybrid_shortboard,daily_driver,Surf the ‘PHOENIX’ 2 to 3 inches shorter and 1 to 3 litres more than your everyday shortboard. Ability — Intermediate - Expert Ideal Wave Size — 1-4ft,"method=manufacturer_inference; style=versatile,balanced,easy_performance; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,6.75,7,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7810,DHD,Phoenix Flight EPS,step_up,step_up,step_up,,"Info The Phoenix – Flight is the refined evolution of our best-selling small-wave model, built to make weak surf faster, sharper, and more dynamic. Keeping the original Phoenix DNA—easy paddle-in, instant speed, playful feel—we’ve reworked the outline, rocker, and concaves to push its performance further. With a sleeker nose, a narrowed tail, and a slightly thinner overall profile, the Flight version transitions quicker, turns tighter, and carries more control when the waves step up from knee-high runners to punchier, chest-high sections. Ride it as a thruster, quad, or even a twin—this board ","method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":5,""beach_break"":5,""hollow_waves"":10,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,8.0,4,3,10,False,Deterministic mapping from governed primary category step_up.,medium,False
